id,label
627,-1.0
628,1.0
629,1.0
630,0.96
631,0.78
632,0.71
633,1.0
634,-0.99
635,-1.0
636,0.98
637,-0.82
638,-1.0
639,-0.44
640,0.95
641,-0.52
642,0.0
643,0.0
644,-0.43
645,1.0
646,0.71
647,0.98
648,1.0
649,-0.85
650,-1.0
651,-1.0
652,0.74
653,0.0
654,-0.18
655,0.99
656,-1.0
657,0.98
658,0.92
659,-0.43
660,-1.0
661,0.0
662,0.74
663,-0.48
664,0.42
665,-0.6
666,1.0
667,1.0
668,-0.43
669,-0.43
670,-0.43
671,0.82
672,0.52
673,0.78
674,0.71
675,0.07
676,-0.01
677,-0.43
678,0.0
679,0.3
680,1.0
681,1.0
682,-1.0
683,-0.35
684,-0.44
685,-0.96
686,0.83
687,-0.3
688,0.78
689,1.0
690,0.99
691,0.09
692,-0.43
693,0.99
694,-1.0
695,-0.23
696,-0.01
697,-1.0
698,-0.14
699,0.78
700,0.66
701,-0.41
702,1.0
703,-0.09
704,1.0
705,0.41
706,0.95
707,-0.43
708,1.0
709,-0.14
710,1.0
711,0.02
712,-1.0
713,-0.16
714,0.52
715,1.0
716,-0.66
717,0.95
718,1.0
719,-0.97
720,0.99
721,-0.48
722,1.0
723,-1.0
724,0.98
725,-0.43
726,-0.01
727,0.99
728,-0.43
729,-0.43
730,0.78
731,1.0
732,0.6
733,1.0
734,1.0
735,-0.61
736,0.56
737,-0.84
738,0.0
739,1.0
740,-1.0
741,1.0
742,-0.43
743,1.0
744,1.0
745,1.0
746,-0.98
747,0.78
748,0.35
749,-0.74
750,-0.84
751,-0.43
752,0.95
753,0.56
754,1.0
755,0.0
756,1.0
757,-0.43
758,0.77
759,-0.58
760,1.0
761,-0.01
762,-0.43
763,0.95
764,1.0
765,0.52
766,0.88
767,-0.43
768,-1.0
769,0.96
770,0.74
771,-0.98
772,0.61
773,-0.01
774,0.19
775,-1.0
776,1.0
777,0.95
778,-0.43
779,1.0
780,-0.43
781,-1.0
782,-0.09
783,1.0
784,1.0
785,0.01
786,1.0
787,0.95
788,-0.43
789,-0.97
790,-0.8
791,1.0
792,0.99
793,1.0
794,-0.33
795,1.0
796,-1.0
797,-0.43
798,0.78
799,-0.14
800,1.0
801,1.0
802,1.0
803,1.0
804,1.0
805,-0.3
806,-0.15
807,-0.81
808,-0.78
809,0.01
810,0.95
811,0.78
812,1.0
813,-0.43
814,-0.56
815,-0.43
816,-0.82
817,0.4
818,-0.93
819,0.99
820,-0.43
821,-0.05
822,-0.82
823,0.34
824,1.0
825,-0.43
826,-0.87
827,0.0
828,-0.69
829,-0.14
830,1.0
831,-0.43
832,0.74
833,-0.88
834,1.0
835,0.52
836,0.9
837,0.99
838,1.0
839,0.2
840,0.95
841,1.0
842,0.01
843,-0.85
844,0.95
845,1.0
846,-0.81
847,0.89
848,0.16
849,0.98
850,-1.0
851,0.54
852,-1.0
853,0.04
854,-0.07
855,1.0
856,1.0
857,-0.43
858,0.88
859,0.0
860,-0.01
861,0.17
862,0.99
863,0.74
864,-1.0
865,-1.0
866,-0.43
867,1.0
868,-1.0
869,-0.98
870,-0.96
871,0.52
872,0.91
873,0.92
874,0.99
875,-0.97
876,-0.98
877,-1.0
878,1.0
879,0.78
880,-0.12
881,0.8
882,-0.23
883,1.0
884,0.67
885,0.52
886,-0.43
887,1.0
888,0.52
889,1.0
890,-0.73
891,-0.99
892,1.0
893,1.0
894,0.71
895,0.78
896,1.0
897,0.75
898,0.86
899,0.66
900,0.93
901,1.0
902,1.0
903,0.94
904,-1.0
905,-0.13
906,-0.02
907,-1.0
908,-0.03
909,-0.43
910,0.01
911,0.85
912,-0.32
913,-0.23
914,0.83
915,1.0
916,1.0
917,1.0
918,0.96
919,0.78
920,-0.26
921,-0.65
922,0.86
923,-0.43
924,1.0
925,0.11
926,0.52
927,0.3
928,-0.43
929,0.99
930,-0.93
931,-1.0
932,1.0
933,0.98
934,1.0
935,-0.43
936,-0.74
937,-0.96
938,1.0
939,1.0
940,-0.78
941,1.0
942,-0.62
943,-0.58
944,-0.01
945,-0.98
946,1.0
947,-0.44
948,1.0
949,0.57
950,-0.43
951,-0.98
952,1.0
953,-0.35
954,-0.89
955,1.0
956,0.14
957,-0.48
958,0.91
959,1.0
960,-0.73
961,-0.85
962,1.0
963,-0.48
964,-0.43
965,1.0
966,-0.09
967,1.0
968,0.24
969,1.0
970,0.99
971,1.0
972,0.99
973,1.0
974,1.0
975,1.0
976,-0.66
977,0.52
978,-0.43
979,0.47
980,0.95
981,0.61
982,-0.92
983,0.96
984,0.98
985,0.09
986,1.0
987,1.0
988,-0.61
989,-0.59
990,0.83
991,-0.26
992,-0.6
993,-0.43
994,0.0
995,0.62
996,-0.21
997,0.52
998,0.53
999,0.86
1000,-1.0
1001,1.0
1002,0.8
1003,1.0
1004,0.85
1005,0.06
1006,0.05
1007,-0.43
1008,1.0
1009,-0.98
1010,1.0
1011,0.81
1012,0.86
1013,0.49
1014,1.0
1015,0.0
1016,0.8
1017,0.95
1018,-1.0
1019,1.0
1020,0.73
1021,1.0
1022,-1.0
1023,0.52
1024,0.62
1025,-0.89
1026,1.0
1027,-1.0
1028,0.78
1029,1.0
1030,0.0
1031,-0.22
1032,-0.89
1033,-0.23
1034,1.0
1035,1.0
1036,-0.64
1037,-0.96
1038,-0.43
1039,0.98
1040,1.0
1041,-0.18
1042,1.0
1043,-0.55
1044,1.0
1045,1.0
1046,-0.14
1047,-0.55
1048,0.38
1049,0.52
1050,-0.78
1051,0.41
1052,-0.32
1053,-0.78
1054,0.96
1055,-0.18
1056,0.4
1057,1.0
1058,1.0
1059,0.0
1060,1.0
1061,1.0
1062,0.97
1063,0.15
1064,0.78
1065,1.0
1066,-0.78
1067,0.76
1068,0.52
1069,1.0
1070,-0.02
1071,0.99
1072,1.0
1073,0.05
1074,0.99
1075,-1.0
1076,-0.14
1077,-0.97
1078,0.97
1079,1.0
1080,-0.99
1081,-1.0
1082,0.24
1083,1.0
1084,-1.0
1085,0.0
1086,-1.0
1087,0.06
1088,0.33
1089,-0.91
1090,1.0
1091,0.37
1092,0.71
1093,1.0
1094,1.0
1095,0.78
1096,0.81
1097,-0.98
1098,-0.14
1099,1.0
1100,-0.14
1101,0.22
1102,0.78
1103,1.0
1104,0.19
1105,1.0
1106,-0.13
1107,0.94
1108,0.57
1109,1.0
1110,0.84
1111,-0.43
1112,1.0
1113,-0.99
1114,1.0
1115,-0.43
1116,0.72
1117,-0.82
1118,-0.78
1119,-0.76
1120,-0.08
1121,0.63
1122,1.0
1123,0.95
1124,-1.0
1125,-1.0
1126,1.0
1127,0.94
1128,-0.81
1129,1.0
1130,0.14
1131,-0.02
1132,1.0
1133,0.45
1134,-0.03
1135,-0.1
1136,0.0
1137,-0.98
1138,-0.84
1139,0.71
1140,-0.43
1141,1.0
1142,0.76
1143,-0.78
1144,-0.14
1145,-0.29
1146,1.0
1147,1.0
1148,0.2
1149,1.0
1150,0.78
1151,0.0
1152,-0.43
1153,-0.43
1154,0.99
1155,1.0
1156,0.98
1157,0.99
1158,0.17
1159,0.56
1160,1.0
1161,-1.0
1162,0.99
1163,1.0
1164,1.0
1165,1.0
1166,-0.1
1167,-0.99
1168,-0.82
1169,0.94
1170,-0.43
1171,-0.92
1172,-0.18
1173,0.14
1174,1.0
1175,1.0
1176,0.95
1177,0.96
1178,1.0
1179,-0.93
1180,-0.81
1181,-0.52
1182,0.99
1183,0.0
1184,1.0
1185,0.63
1186,-0.43
1187,0.98
1188,0.47
1189,-0.97
1190,-0.78
1191,1.0
1192,0.74
1193,0.0
1194,1.0
1195,0.98
1196,0.0
1197,-1.0
1198,0.52
1199,0.0
1200,0.52
1201,-0.81
1202,-1.0
1203,-0.43
1204,1.0
1205,-0.43
1206,-0.49
1207,-0.82
1208,1.0
1209,-0.16
1210,-0.61
1211,-0.99
1212,0.67
1213,-0.41
1214,-0.43
1215,-0.85
1216,-0.94
1217,0.84
1218,-0.81
1219,-0.26
1220,1.0
1221,1.0
1222,-0.43
1223,-0.81
1224,-0.53
1225,0.52
1226,1.0
1227,0.32
1228,1.0
1229,-1.0
1230,-0.99
1231,0.95
1232,0.95
1233,0.28
1234,0.74
1235,-1.0
1236,1.0
1237,-1.0
1238,-1.0
1239,0.98
1240,0.93
1241,-0.93
1242,-0.43
1243,-0.59
1244,0.95
1245,0.74
1246,-0.58
1247,0.87
1248,0.87
1249,1.0
1250,0.8
1251,-0.59
1252,1.0
1253,0.71
1254,-0.43
1255,0.89
1256,-0.23
1257,1.0
1258,0.95
1259,1.0
1260,0.56
1261,-1.0
1262,1.0
1263,1.0
1264,1.0
1265,0.74
1266,0.98
1267,1.0
1268,0.95
1269,-0.44
1270,-1.0
1271,1.0
1272,0.0
1273,-0.84
1274,0.78
1275,0.81
1276,0.98
1277,0.98
1278,0.99
1279,0.26
1280,1.0
1281,0.8
1282,0.74
1283,0.1
1284,1.0
1285,0.91
1286,-0.43
1287,0.84
1288,0.95
1289,-0.23
1290,1.0
1291,0.86
1292,0.99
1293,-0.9
1294,-0.43
1295,0.98
1296,0.98
1297,0.56
1298,1.0
1299,0.8
1300,-0.99
1301,0.74
1302,1.0
1303,0.78
1304,0.95
1305,1.0
1306,-0.03
1307,0.52
1308,0.78
1309,0.0
1310,1.0
1311,-0.91
1312,1.0
1313,-0.49
1314,1.0
1315,0.19
1316,-1.0
1317,-0.43
1318,1.0
1319,-0.98
1320,-0.84
1321,-0.43
1322,0.78
1323,-0.23
1324,0.0
1325,0.52
1326,-0.43
1327,-0.01
1328,-0.43
1329,1.0
1330,1.0
1331,0.95
1332,0.16
1333,0.78
1334,1.0
1335,0.78
1336,0.53
1337,0.77
1338,1.0
1339,0.29
1340,0.8
1341,-0.6
1342,-0.13
1343,-1.0
1344,-0.06
1345,-0.44
1346,-0.05
1347,1.0
1348,0.75
1349,-0.23
1350,-0.23
1351,1.0
1352,-0.43
1353,0.59
1354,1.0
1355,0.02
1356,0.95
1357,1.0
1358,1.0
1359,-0.84
1360,0.98
1361,1.0
1362,0.99
1363,1.0
1364,0.74
1365,0.9
1366,0.0
1367,0.53
1368,0.14
1369,-0.14
1370,0.98
1371,-0.01
1372,-0.3
1373,1.0
1374,0.8
1375,0.81
1376,0.78
1377,1.0
1378,-0.93
1379,0.94
1380,0.74
1381,1.0
1382,0.0
1383,-1.0
1384,0.0
1385,0.83
1386,1.0
1387,-0.43
1388,0.93
1389,-0.38
1390,0.95
1391,0.95
1392,0.66
1393,-0.82
1394,-0.85
1395,-0.43
1396,0.57
1397,-0.85
1398,0.71
1399,-0.55
1400,0.23
1401,1.0
1402,0.74
1403,0.16
1404,1.0
1405,-0.43
1406,1.0
1407,0.78
1408,-0.33
1409,-0.5
1410,0.98
1411,0.95
1412,-0.01
1413,-0.82
1414,0.29
1415,0.87
1416,0.96
1417,0.78
1418,-0.14
1419,1.0
1420,0.78
1421,-1.0
1422,-0.03
1423,0.0
1424,0.88
1425,1.0
1426,0.77
1427,1.0
1428,-0.15
1429,-0.85
1430,-0.09
1431,1.0
1432,1.0
1433,0.83
1434,0.95
1435,-0.82
1436,0.74
1437,0.78
1438,0.99
1439,0.78
1440,1.0
1441,1.0
1442,-1.0
1443,0.94
1444,0.95
1445,0.96
1446,0.33
1447,-0.98
1448,-0.85
1449,-0.08
1450,0.0
1451,-0.85
1452,0.16
1453,-0.85
1454,0.99
1455,1.0
1456,1.0
1457,0.99
1458,0.74
1459,1.0
1460,-1.0
1461,0.81
1462,-0.43
1463,0.62
1464,0.95
1465,0.19
1466,-0.43
1467,-0.14
1468,1.0
1469,0.95
1470,0.78
1471,-0.43
1472,0.72
1473,0.8
1474,1.0
1475,-0.03
1476,-1.0
1477,-0.9
1478,-0.02
1479,1.0
1480,0.0
1481,-0.01
1482,0.0
1483,1.0
1484,-0.43
1485,1.0
1486,-0.02
1487,-0.81
1488,0.77
1489,-0.14
1490,-0.64
1491,0.0
1492,-0.43
1493,1.0
1494,0.92
1495,0.98
1496,-0.6
1497,-0.1
1498,0.0
1499,-0.95
1500,0.92
1501,-0.86
1502,-0.43
1503,-1.0
1504,-0.14
1505,1.0
1506,-0.08
1507,-0.13
1508,1.0
1509,1.0
1510,1.0
1511,1.0
1512,-1.0
1513,1.0
1514,-0.95
1515,0.5
1516,-0.14
1517,-0.3
1518,0.94
1519,-0.1
1520,1.0
1521,0.01
1522,1.0
1523,1.0
1524,1.0
1525,0.02
1526,1.0
1527,0.37
1528,-0.61
1529,0.52
1530,0.93
1531,0.52
1532,1.0
1533,-0.91
1534,0.78
1535,0.86
1536,-0.85
1537,1.0
1538,0.74
1539,-1.0
1540,-1.0
1541,0.78
1542,1.0
1543,0.02
1544,0.78
1545,0.99
1546,-0.43
1547,1.0
1548,-0.42
1549,0.99
1550,0.69
1551,-0.36
1552,-0.61
1553,0.7
1554,0.78
1555,-0.44
1556,0.95
1557,-0.84
1558,0.63
1559,1.0
1560,1.0
1561,0.94
1562,1.0
1563,0.93
1564,0.0
1565,-0.99
1566,-1.0
1567,0.96
1568,0.52
1569,0.32
1570,-1.0
1571,0.78
1572,0.0
1573,0.71
1574,1.0
1575,-0.43
1576,1.0
1577,0.86
1578,0.12
1579,-0.43
1580,0.95
1581,1.0
1582,0.98
1583,0.98
1584,-0.25
1585,-0.61
1586,1.0
1587,-0.43
1588,0.19
1589,-0.43
1590,-0.01
1591,0.98
1592,-0.43
1593,0.99
1594,0.06
1595,1.0
1596,0.43
1597,-0.62
1598,0.93
1599,0.0
1600,0.45
1601,-0.96
1602,-0.22
1603,-1.0
1604,0.52
1605,1.0
1606,1.0
1607,1.0
1608,-0.43
1609,0.95
1610,0.29
1611,-1.0
1612,-0.02
1613,-0.43
1614,-0.43
1615,0.52
1616,-1.0
1617,0.0
1618,-0.43
1619,-0.84
1620,0.99
1621,-0.43
1622,-0.86
1623,1.0
1624,-0.97
1625,-0.12
1626,-0.23
1627,1.0
1628,0.74
1629,-0.81
1630,0.31
1631,-0.29
1632,0.56
1633,-0.23
1634,0.75
1635,-0.43
1636,0.22
1637,0.98
1638,-0.01
1639,-0.51
1640,-0.43
1641,-0.03
1642,1.0
1643,-1.0
1644,-1.0
1645,0.91
1646,-0.04
1647,-0.96
1648,0.71
1649,0.84
1650,1.0
1651,-0.42
1652,1.0
1653,-0.92
1654,-0.44
1655,1.0
1656,1.0
1657,0.95
1658,0.24
1659,0.68
1660,-0.55
1661,-1.0
1662,0.52
1663,-0.43
1664,0.78
1665,0.99
1666,1.0
1667,-1.0
1668,-0.18
1669,0.0
1670,-1.0
1671,1.0
1672,-0.44
1673,-0.98
1674,0.71
1675,0.1
1676,1.0
1677,-0.8
1678,0.93
1679,0.78
1680,-0.43
1681,0.96
1682,-0.44
1683,1.0
1684,0.95
1685,-0.48
1686,-1.0
1687,-0.38
1688,-0.43
1689,-0.91
1690,-0.43
1691,1.0
1692,-0.92
1693,-0.71
1694,-0.9
1695,-0.85
1696,1.0
1697,1.0
1698,1.0
1699,0.52
1700,0.1
1701,-0.81
1702,0.97
1703,1.0
1704,1.0
1705,-0.42
1706,1.0
1707,0.71
1708,1.0
1709,-0.13
1710,1.0
1711,0.0
1712,1.0
1713,1.0
1714,0.52
1715,-0.3
1716,1.0
1717,0.78
1718,-0.71
1719,0.0
1720,0.78
1721,0.93
1722,1.0
1723,1.0
1724,-0.43
1725,1.0
1726,0.17
1727,0.99
1728,-0.93
1729,0.5
1730,-1.0
1731,-0.6
1732,0.98
1733,-1.0
1734,0.66
1735,-0.34
1736,-0.43
1737,0.94
1738,1.0
1739,1.0
1740,-0.78
1741,0.98
1742,0.26
1743,1.0
1744,0.98
1745,-0.43
1746,1.0
1747,1.0
1748,-0.43
1749,-0.16
1750,0.46
1751,-0.4
1752,-0.43
1753,0.99
1754,0.96
1755,1.0
1756,1.0
1757,0.99
1758,0.74
1759,0.78
1760,0.0
1761,-1.0
1762,0.74
1763,0.0
1764,0.84
1765,1.0
1766,-0.43
1767,0.78
1768,-1.0
1769,0.21
1770,-0.44
1771,0.11
1772,0.89
1773,0.56
1774,0.78
1775,1.0
1776,0.29
1777,-0.91
1778,1.0
1779,0.81
1780,0.98
1781,-0.26
1782,1.0
1783,0.95
1784,0.78
1785,0.97
1786,-0.43
1787,-0.85
1788,-0.23
1789,0.87
1790,0.99
1791,-1.0
1792,-0.67
1793,0.34
1794,0.59
1795,0.42
1796,-0.43
1797,1.0
1798,0.7
1799,-0.96
1800,0.78
1801,0.06
1802,0.98
1803,0.78
1804,0.92
1805,-0.91
1806,-0.84
1807,-0.11
1808,1.0
1809,0.95
1810,0.95
1811,1.0
1812,0.95
1813,-1.0
1814,-1.0
1815,-0.43
1816,0.98
1817,0.83
1818,-0.89
1819,1.0
1820,-1.0
1821,0.94
1822,0.98
1823,0.08
1824,0.78
1825,-0.43
1826,0.95
1827,-0.44
1828,0.62
1829,1.0
1830,1.0
1831,-1.0
1832,0.19
1833,-0.11
1834,-0.43
1835,-0.72
1836,-0.07
1837,-1.0
1838,1.0
1839,0.74
1840,-1.0
1841,-0.68
1842,-0.01
1843,0.74
1844,0.78
1845,1.0
1846,1.0
1847,-1.0
1848,-0.77
1849,0.95
1850,-0.5
1851,1.0
1852,0.6
1853,0.93
1854,-0.59
1855,-0.56
1856,0.97
1857,1.0
1858,-0.23
1859,-0.91
1860,-0.6
1861,-0.43
1862,1.0
1863,0.64
1864,0.01
1865,-0.07
1866,-0.89
1867,-0.81
1868,1.0
1869,-0.11
1870,-0.49
1871,0.01
1872,1.0
1873,0.89
1874,0.37
1875,-0.18
1876,0.99
1877,-0.43
1878,1.0
1879,-0.86
1880,-1.0
1881,1.0
1882,0.96
1883,1.0
1884,-0.95
1885,-0.14
1886,1.0
1887,1.0
1888,-0.14
1889,-0.43
1890,-0.86
1891,-0.04
1892,0.43
1893,0.98
1894,-0.87
1895,1.0
1896,-0.98
1897,1.0
1898,0.98
1899,1.0
1900,1.0
1901,1.0
1902,1.0
1903,0.97
1904,0.98
1905,0.78
1906,1.0
1907,0.0
1908,-0.38
1909,-1.0
1910,0.01
1911,-0.43
1912,0.0
1913,-0.43
1914,-0.76
1915,-0.43
1916,1.0
1917,-0.58
1918,1.0
1919,-0.6
1920,1.0
1921,0.87
1922,1.0
1923,0.64
1924,1.0
1925,0.93
1926,0.64
1927,0.63
1928,0.95
1929,0.95
1930,-0.99
1931,-0.84
1932,1.0
1933,1.0
1934,0.0
1935,0.48
1936,0.92
1937,1.0
1938,-0.1
1939,1.0
1940,-0.01
1941,1.0
1942,-0.94
1943,-1.0
1944,0.8
1945,-0.81
1946,-0.95
1947,0.84
1948,1.0
1949,1.0
1950,-0.43
1951,-0.97
1952,0.59
1953,-0.04
1954,0.09
1955,0.52
1956,0.98
1957,0.98
1958,0.99
1959,-1.0
1960,1.0
1961,-0.43
1962,-0.73
1963,-0.02
1964,-0.21
1965,1.0
1966,0.98
1967,1.0
1968,0.78
1969,0.95
1970,-0.56
1971,0.16
1972,0.52
1973,1.0
1974,0.79
1975,-0.43
1976,0.72
1977,-1.0
1978,0.74
1979,-0.93
1980,-0.96
1981,1.0
1982,0.94
1983,-0.01
1984,-0.11
1985,0.78
1986,1.0
1987,0.95
1988,0.98
1989,0.96
1990,-1.0
1991,1.0
1992,-0.14
1993,0.95
1994,-0.43
1995,0.52
1996,-0.01
1997,-0.43
1998,-0.43
1999,0.53
2000,-0.86
2001,0.78
2002,-0.57
2003,0.16
2004,-1.0
2005,0.99
2006,0.98
2007,-0.98
2008,-0.64
2009,0.94
2010,-0.32
2011,1.0
2012,0.74
2013,-0.43
2014,0.0
2015,1.0
2016,-0.43
2017,1.0
2018,0.71
2019,0.52
2020,0.99
2021,1.0
2022,1.0
2023,-0.89
2024,0.79
2025,0.19
2026,1.0
2027,1.0
2028,1.0
2029,-1.0
2030,-0.43
2031,-0.1
2032,0.78
2033,-0.31
